frame,episode_id,progress,planner_phase,delta_hidden_norm,raw_gap_first_l2,raw_gap_first_translation_l2,raw_gap_first_rotation_l2,raw_gap_first_gripper_abs,raw_gap_chunk_mean_l2,raw_gap_chunk_max_l2
episode_000004_000029,episode_000004,29,grasp_close,296.074462890625,0.012237206237652972,0.0034917431731135867,0.00047733065412507283,0.01171875,0.005064172392037878,0.012237206237652972
episode_000004_000030,episode_000004,30,grasp_close,289.83013916015625,0.008449061348302441,0.003206790323883023,0.00026072444463163326,0.0078125,0.004042323351584022,0.008449061348302441
episode_000004_000031,episode_000004,31,grasp_close,290.36322021484375,0.008483765770903888,0.003299626416507618,0.00022713634021343952,0.0078125,0.004080355281414029,0.008483765770903888
episode_000004_000032,episode_000004,32,grasp_close,291.0489501953125,0.008477779588345915,0.0032871419573752485,0.00017968931698314277,0.0078125,0.0040229884848991815,0.008477779588345915
episode_000004_000033,episode_000004,33,grasp_close,288.8042297363281,0.008398668173351375,0.003076300510968368,0.00019709389204403024,0.0078125,0.0040125954167954435,0.008398668173351375
episode_000004_000034,episode_000004,34,grasp_close,291.65008544921875,0.008432925741666743,0.0031691310053506756,0.00018891528628092833,0.0078125,0.004043053054868761,0.008432925741666743
episode_000004_000035,episode_000004,35,grasp_close,290.6396789550781,0.008504441141851955,0.003352427772253809,0.00022713634021343952,0.0078125,0.004166988997963326,0.008504441141851955
episode_000004_000036,episode_000004,36,grasp_close,288.904052734375,0.008536578935629854,0.0034378016723432374,0.0001397974816417537,0.0078125,0.0040100164652799395,0.008536578935629854
episode_000004_000037,episode_000004,37,lift,288.30181884765625,0.008640272104803063,0.0036864795413094594,0.00017033609877167047,0.0078125,0.004091390217701359,0.008640272104803063
episode_000004_000038,episode_000004,38,lift,290.7519226074219,0.005492277781375491,0.003852057752586585,0.00026072444463163305,0.00390625,0.0026726335350795005,0.007124237377089999
episode_000004_000039,episode_000004,39,lift,252.7462921142578,0.008430634282416725,0.0031640649361403352,0.0001706787442753493,0.0078125,0.002624996391798762,0.008430634282416725
episode_000004_000040,episode_000004,40,lift,244.2449188232422,0.004119610362216731,0.0013058015414091862,8.533937213767466e-05,0.00390625,0.0013175656483256394,0.004119610362216731
episode_000004_000041,episode_000004,41,lift,261.4884948730469,0.00893545542801106,0.004280397767685389,0.0006967082648901533,0.0078125,0.0031527180337185016,0.00893545542801106
episode_000004_000042,episode_000004,42,lift,243.57810974121094,0.0063127885563300104,0.004952470597439167,0.00025601811641302397,0.00390625,0.00234382188411419,0.0063127885563300104
episode_000004_000043,episode_000004,43,lift,241.52725219726562,0.005959053093351163,0.004499967111520799,4.266968606883711e-05,0.00390625,0.0020007118405546646,0.005959053093351163
episode_000004_000044,episode_000004,44,lift,242.51512145996094,0.005846229686212559,0.004349305170318879,5.618733745656884e-05,0.00390625,0.002003994088938895,0.005846229686212559
episode_000005_000000,episode_000005,0,hold,256.8150634765625,0.5208857398055204,0.005043157946891628,0.01745265998382564,0.52056884765625,0.7245290599277322,0.8511610361467528
episode_000005_000001,episode_000005,1,hold,260.3406982421875,0.5065650988971633,0.005141500630444247,0.01781629967739547,0.5062255859375,0.7207034851538705,0.8538517348916848
episode_000005_000002,episode_000005,2,alignment,263.278076171875,0.5112876169546732,0.005321243247341065,0.018494772945029006,0.51092529296875,0.7233117543160946,0.8560496627095184
episode_000005_000003,episode_000005,3,alignment,264.27850341796875,0.5188423281078294,0.005254731463922131,0.018277902309429703,0.51849365234375,0.7260823138607645,0.8533693229429985
episode_000005_000004,episode_000005,4,alignment,266.3769226074219,0.5443139637084969,0.0053686817519309074,0.01749177103693704,0.54400634765625,0.7400884467141865,0.8340365843310829
episode_000005_000005,episode_000005,5,alignment,277.20501708984375,0.7431759331200154,0.005538977480960739,0.018702325484145417,0.742919921875,0.8664374833935125,0.910721030086796
episode_000005_000006,episode_000005,6,alignment,270.6499938964844,0.7045095135893735,0.005614542178713297,0.01811693438852549,0.704254150390625,0.8523283811393568,0.9202286568786984
episode_000005_000007,episode_000005,7,alignment,282.8461608886719,0.8609789541415583,0.007721255959376418,0.02103780602534569,0.860687255859375,0.9130252684300387,0.935845100458286
episode_000005_000008,episode_000005,8,alignment,273.5849914550781,0.7660303250972812,0.00783869340823699,0.0210366894917455,0.7657012939453125,0.86597818135312,0.9136157882319375
episode_000005_000009,episode_000005,9,alignment,270.15460205078125,0.809596766562599,0.0082655722831264,0.019228943330457268,0.809326171875,0.9067635617659319,0.9428210584930542
episode_000005_000010,episode_000005,10,alignment,288.08282470703125,0.8717037308592034,0.008310746160959618,0.021499721844388732,0.87139892578125,0.9321330680326412,0.9541289711285531
episode_000005_000011,episode_000005,11,alignment,290.7794189453125,0.8168669768106788,0.0073128413290160085,0.019367088794234936,0.8166046142578125,0.9173439902782542,0.9591231932301039
episode_000005_000012,episode_000005,12,alignment,311.2094421386719,0.8439090062473042,0.007417669343160337,0.02169781761361058,0.843597412109375,0.9152193798117167,0.9490499113769487
episode_000005_000013,episode_000005,13,alignment,319.2471618652344,0.7919609083303955,0.007045709587622763,0.020795037506253344,0.791656494140625,0.8964716797900593,0.9358722060292826
episode_000005_000014,episode_000005,14,alignment,314.26953125,0.8397373090954224,0.006831182062872073,0.013585991895789273,0.839599609375,0.886698741257562,0.9319249922119112
episode_000005_000015,episode_000005,15,alignment,312.3163146972656,0.8383649459650394,0.00733491241381965,0.01128976026744099,0.8382568359375,0.8464927188271174,0.9180086647549621
episode_000005_000016,episode_000005,16,alignment,315.008056640625,0.8377508698570938,0.00726543326144268,0.011049915838763236,0.837646484375,0.8449796904799264,0.9184985869182245
episode_000005_000017,episode_000005,17,descent_to_grasp,311.78314208984375,0.8409768140303233,0.007423287781067259,0.01026916252287632,0.84088134765625,0.8416196816480864,0.9136140010055643
episode_000005_000018,episode_000005,18,descent_to_grasp,311.28314208984375,0.8583704487722239,0.007411506930499069,0.010323488648507266,0.8582763671875,0.8543775338805097,0.9163011492505224
episode_000005_000019,episode_000005,19,descent_to_grasp,340.71038818359375,0.8966117932588055,0.009924943929328104,0.004531095511237859,0.89654541015625,0.822111315071254,0.9237431278239419
episode_000005_000020,episode_000005,20,descent_to_grasp,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491
episode_000005_000021,episode_000005,21,descent_to_grasp,307.37823486328125,0.7231864593007916,0.00726538001247814,0.0028028721889403483,0.72314453125,0.5384405655415525,0.7715029262628899
episode_000005_000022,episode_000005,22,descent_to_grasp,313.92034912109375,0.7441603723554091,0.005402758311277645,0.00044744986351857315,0.744140625,0.38849504068589946,0.7441603723554091
episode_000005_000023,episode_000005,23,descent_to_grasp,334.77764892578125,0.4375090156105671,0.002788454667566027,0.00033654285663713894,0.4375,0.18593932665313792,0.4375090156105671
episode_000005_000024,episode_000005,24,descent_to_grasp,335.34906005859375,0.347663580524725,0.0022288800342143253,0.000359378633966287,0.34765625,0.14536620299114597,0.347663580524725
episode_000005_000025,episode_000005,25,grasp_close,275.5046691894531,0.02372502092343684,0.0035603138527054343,0.0009404131207876746,0.0234375,0.007024723744983084,0.02372502092343684
episode_000005_000026,episode_000005,26,grasp_close,266.5906066894531,0.012175713479770011,0.003177028149936986,0.0009085093909592437,0.01171875,0.004223551439567138,0.012175713479770011
episode_000005_000027,episode_000005,27,grasp_close,266.1783142089844,0.004280724554698559,0.004203252223192565,0.0008107240353079092,0.0,0.003077409192524118,0.005440389994455461
episode_000005_000028,episode_000005,28,grasp_close,250.18865966796875,0.002865863569859626,0.0028544051438289006,0.00025601811641302397,0.0,0.0019664839701815616,0.003909958269756863
episode_000005_000029,episode_000005,29,grasp_close,249.1511993408203,0.004622732560143348,0.0024627930703530797,0.00021334843034418686,0.00390625,0.0021811364026402087,0.004622732560143348
episode_000005_000030,episode_000005,30,grasp_close,248.1775665283203,0.004688049412554504,0.002583311959350304,0.00021334843034418686,0.00390625,0.002240550905277415,0.004688049412554504
episode_000005_000031,episode_000005,31,grasp_close,248.91891479492188,0.004771961830407129,0.0027326384860848736,0.00021334843034418686,0.00390625,0.0022094567514479874,0.004771961830407129
episode_000005_000032,episode_000005,32,grasp_close,247.93447875976562,0.0025614169342719336,0.002552516240583927,0.00021334843034418686,0.0,0.0017834000191938495,0.00390749229362023
episode_000005_000033,episode_000005,33,grasp_close,248.63748168945312,0.004751522969844371,0.0026930718881097468,0.00025601811641302397,0.00390625,0.002249595475252023,0.004751522969844371
episode_000005_000034,episode_000005,34,grasp_close,248.72976684570312,0.002701509531217194,0.0026930718881097502,0.00021334843034418686,0.0,0.001835753260029175,0.003907483363904448
episode_000005_000035,episode_000005,35,lift,249.90481567382812,0.002851666457649587,0.002843674389404212,0.00021334843034418686,0.0,0.0011439723394286205,0.002851666457649587
episode_000005_000036,episode_000005,36,lift,237.5741424560547,0.004327410468980271,0.0018593688389377553,0.00010217546343086121,0.00390625,0.0018419523412605537,0.004327410468980271
episode_000005_000037,episode_000005,37,lift,231.55181884765625,0.003932171738394515,0.00044260898012996524,8.533937213767466e-05,0.00390625,0.001790249217880666,0.003932171738394515
episode_000005_000038,episode_000005,38,lift,251.73361206054688,0.004044866431508144,0.001044851932531166,0.0001021754634308593,0.00390625,0.0019300983523966846,0.004044866431508144
episode_000005_000039,episode_000005,39,lift,248.6298370361328,0.004145873364179921,0.0013668997481891664,0.0002471071988367219,0.00390625,0.0017354475907509106,0.004145873364179921
episode_000005_000040,episode_000005,40,lift,260.7468566894531,0.007943652130480835,0.0014271336406790091,0.00017246011636026996,0.0078125,0.0021021561882422616,0.007943652130480835
episode_000005_000041,episode_000005,41,lift,274.3858642578125,0.007963659082866878,0.001528488088920883,0.0002200770323207242,0.0078125,0.004875998878606997,0.007992973537452814
episode_000005_000042,episode_000005,42,lift,275.1598815917969,0.007959800581942025,0.001508175879883982,0.0002206231393593768,0.0078125,0.004843132307179284,0.007959800581942025
